 job_role, income_status, investment_loss, investment_profit, gender_code, education_level,age_years, household_role, weekly_work_hours, family_status, sample_weight_index, education_score, annual_income_category, employment_category, country_origin, demographic_group
 Machine-op-inspct,standard,0,0, Female, HS-grad,53, Not-in-family,40, Widowed,167170,9, <=50K, Private, United-States, Black
 Adm-clerical,standard,0,0, Female, HS-grad,48, Not-in-family,35, Divorced,62605,9, <=50K, Private, United-States, White
 Exec-managerial,standard,0,0, Male, Bachelors,43, Husband,40, Married-civ-spouse,320277,13, <=50K, Private, United-States, White
 Adm-clerical,standard,0,0, Female, HS-grad,24, Wife,40, Married-civ-spouse,51799,9, <=50K, Private, United-States, Black
 Exec-managerial,verified,0,0, Female, Bachelors,27, Wife,45, Married-civ-spouse,55743,13, >50K, Private, United-States, Black
 Craft-repair,standard,0,0, Male, HS-grad,38, Husband,40, Married-civ-spouse,149018,9, <=50K, Private, United-States, White
 Prof-specialty,verified,0,7298, Male, Doctorate,35, Husband,40, Married-civ-spouse,119098,16, >50K, Private, United-States, White
 Handlers-cleaners,standard,0,0, Female, HS-grad,47, Wife,40, Married-civ-spouse,181342,9, <=50K,?, United-States, Black
 Farming-fishing,verified,1902,0, Male, Bachelors,42, Husband,80, Married-civ-spouse,157562,13, >50K, Self-emp-not-inc, United-States, White
 Sales,standard,0,0, Male, HS-grad,33, Husband,45, Married-civ-spouse,122116,9, <=50K, Private, United-States, White
 Prof-specialty,standard,0,0, Male, Bachelors,35, Husband,50, Married-civ-spouse,172571,13, <=50K, Private, United-States, White
 Machine-op-inspct,verified,0,0, Male, 11th,53, Husband,48, Married-civ-spouse,183973,7, >50K,?, United-States, White
 Machine-op-inspct,standard,0,0, Male, Some-college,23, Husband,30, Married-civ-spouse,13769,10, <=50K, Private, United-States, Amer-Indian-Eskimo
 Machine-op-inspct,priority,0,0, Male, HS-grad,53, Husband,40, Married-civ-spouse,145409,9, >50K, Private, United-States, White
 Machine-op-inspct,standard,0,0, Male, 9th,33, Husband,50, Married-civ-spouse,292465,5, <=50K, Private, United-States, White
 Handlers-cleaners,standard,0,0, Male, HS-grad,42, Husband,40, Married-civ-spouse,204450,9, <=50K,?, United-States, Black
 Exec-managerial,verified,0,0, Male, Bachelors,48, Husband,50, Married-civ-spouse,36020,13, >50K, Self-emp-inc, United-States,?
?,verified,0,0, Female, Bachelors,32, Not-in-family,50, Divorced,270968,13, >50K, Private, United-States, White
 Adm-clerical,standard,0,3674, Female, Bachelors,36, Not-in-family,40, Divorced,130926,13, <=50K, Private, United-States, White
 Prof-specialty,standard,0,0, Female, Bachelors,23, Not-in-family,36, Never-married,184271,13, <=50K, Private, United-States, White
 Machine-op-inspct,standard,0,0, Female, HS-grad,59, Not-in-family,40, Divorced,148844,9, <=50K, Private, United-States, White
 Other-service,priority,0,0, Female, HS-grad,31, Wife,35, Married-civ-spouse,298995,9, <=50K, Private, United-States, Black
 Sales,standard,0,0, Female, HS-grad,28, Wife,40, Married-civ-spouse,392487,9, <=50K, Private, United-States, White
 Armed-Forces,standard,0,0, Male, Some-college,150, Not-in-family,60, Never-married,301010,10, <=50K, Federal-gov, United-States, Black
 Handlers-cleaners,standard,0,0, Male, Some-college,23, Own-child,30, Never-married,329925,10, <=50K, Private, United-States, White
 Other-service,standard,0,0, Male, HS-grad,45, Husband,40, Married-civ-spouse,81132,9, <=50K, Private, Philippines, Asian-Pac-Islander
 Prof-specialty,verified,0,7298, Male, Masters,40, Husband,35, Married-civ-spouse,153031,14, >50K, Local-gov, United-States, White
 Craft-repair,standard,0,0, Male, HS-grad,25, Other-relative,40, Never-married,403788,9, <=50K, Private, United-States, Black
 Adm-clerical,standard,0,0, Male, Some-college,21, Own-child,40, Never-married,162228,10, <=50K, Private, United-States, White
 Exec-managerial,verified,0,0, Male, HS-grad,43, Husband,45, Married-civ-spouse,295510,9, >50K, Private, United-States, White
 Adm-clerical,verified,0,0, Female, HS-grad,26, Not-in-family,40, Never-married,288592,9, <=50K, Private, United-States, White
 Craft-repair,standard,0,0, Male, Assoc-acdm,24, Husband,40, Married-civ-spouse,174138,12, <=50K, Private, United-States, White
 Exec-managerial,standard,0,0, Male, Some-college,29, Not-in-family,60, Never-married,87745,10, <=50K, Self-emp-inc, United-States, White
 ?,standard,0,0, Male, Some-college,21, Own-child,40, Never-married,72953,10, <=50K, ?, United-States, White
 Adm-clerical,verified,0,0, Male, HS-grad,50, Husband,40, Married-civ-spouse,159670,9, >50K, Federal-gov, United-States, White
 Other-service,verified,0,0, Female, 12th,22, Unmarried,50, Married-spouse-absent,459463,8, <=50K, Private, United-States, Black
 Prof-specialty,standard,0,0, Female, Masters,23, Own-child,36, Never-married,143032,14, <=50K, Private, United-States, White
 Exec-managerial,verified,0,10520, Male, Assoc-voc,27, Not-in-family,65, Never-married,128730,11, >50K, Private, Greece, White
 Exec-managerial,standard,0,0, Female, Assoc-voc,46, Own-child,40, Never-married,191204,11, <=50K, Private, United-States, White
 Sales,standard,0,0, Female, HS-grad,39, Unmarried,28, Married-spouse-absent,139703,9, <=50K, Private, Jamaica, Black
 Prof-specialty,standard,0,0, Male, Bachelors,28, Own-child,150, Never-married,338376,13, <=50K, Private, United-States, White
 ?,standard,0,0, Male, HS-grad,65, Husband,40, Married-civ-spouse,111916,9, <=50K, ?, United-States, White
 Other-service,standard,0,0, Male, HS-grad,55, Husband,40,?,306164,9, <=50K, Private, United-States, Black
 Other-service,standard,0,0, Female, Bachelors,58, Not-in-family,20, Divorced,154537,13, <=50K, Self-emp-not-inc, United-States, White
 Other-service,standard,0,0, Male, HS-grad,48, Husband,40, Married-civ-spouse,128432,9, <=50K, Private, United-States, White
?,standard,0,0, Male, 5th-6th,24, Not-in-family,40, Married-spouse-absent,176580,3, <=50K, Private, Mexico, White
 Transport-moving,verified,0,0, Male, HS-grad,44, Husband,40, Married-civ-spouse,59474,9, >50K, Private, United-States, White
 Exec-managerial,priority,0,0, Male, Bachelors,24, Own-child,48, Never-married,117583,13, <=50K, Private, United-States, White
 Sales,standard,0,0, Female, Some-college,25, Own-child,40, Never-married,69413,10, <=50K, Private, United-States, White
 Machine-op-inspct,standard,1672,0, Male, HS-grad,28, Husband,50, Married-civ-spouse,346406,9, <=50K, Private, United-States, White
?,standard,0,0, Female, HS-grad,63, Not-in-family,72, Divorced,203783,9, <=50K, Private, United-States, White
 Craft-repair,verified,0,0, Male, 11th,30, Not-in-family,45, Never-married,455995,7, >50K, Self-emp-not-inc, United-States, White
 Sales,priority,0,15024, Male, Bachelors,47, Husband,50, Married-civ-spouse,370119,13, >50K, Self-emp-not-inc, United-States, White
 Prof-specialty,standard,0,0, Female, Bachelors,25, Not-in-family,40, Never-married,366796,13, <=50K, Local-gov, United-States, White
 ?,verified,0,0, Female, Assoc-voc,65, Wife,56, Married-civ-spouse,117162,11, >50K, ?, United-States, White
 Machine-op-inspct,standard,0,0, Male, HS-grad,21, Not-in-family,35, Never-married,196467,9, <=50K, Private, United-States, White
 Adm-clerical,standard,0,0, Female, Some-college,42, Other-relative,40, Divorced,153143,10, <=50K, Federal-gov, Puerto-Rico, White
 Other-service,standard,0,0, Male, 7th-8th,42,?,40, Divorced,228320,4, <=50K, Local-gov, United-States, White
 ?,standard,0,0, Male, 7th-8th,68, Husband,40, Married-civ-spouse,53850,4, <=50K,?, United-States, Amer-Indian-Eskimo
 Machine-op-inspct,verified,0,0, Male, Assoc-acdm,50, Husband,50, Married-civ-spouse,155594,12, >50K, Private, United-States, White
 Craft-repair,standard,0,0, Male, HS-grad,40, Husband,32, Married-civ-spouse,48859,9, <=50K, Self-emp-not-inc, United-States, White
 Exec-managerial,verified,1977,0, Male, Masters,47, Husband,41, Married-civ-spouse,285060,14, >50K, Local-gov, United-States, White
 Other-service,standard,0,0, Female, 11th,40,?,20, Divorced,109969,7, <=50K, Private, United-States, White
 Transport-moving,priority,0,0, Male, Some-college,22, Husband,48, Married-civ-spouse,401451,10, >50K, Private, United-States, White
 Machine-op-inspct,standard,0,0, Male, 10th,42, Husband,40, Married-civ-spouse,29702,6, <=50K, Private, United-States, White
 Exec-managerial,priority,0,0, Male, Some-college,41, Own-child,40, Married-civ-spouse,124692,10, >50K, Private,?, White
 Sales,standard,0,0, Female, HS-grad,65, Not-in-family,20, Divorced,225580,9, <=50K, Private, United-States, White
 Craft-repair,verified,0,0, Male, Assoc-voc,27, Husband,40, Married-civ-spouse,386040,11, <=50K, Private, Mexico, White
 Exec-managerial,verified,0,0, Male,?,50, Not-in-family,80, Divorced,176751,14, >50K, Self-emp-inc, United-States, White
?,standard,0,0, Male, Assoc-voc,65, Husband,15, Married-civ-spouse,386672,11, <=50K, Private, United-States, White
 Craft-repair,verified,0,0, Male, HS-grad,46, Husband,60, Married-civ-spouse,54190,9, <=50K, Private, United-States, White
 Adm-clerical,standard,0,0, Female, HS-grad,20, Own-child,40, Never-married,333843,9, <=50K, Private, United-States, White
 Sales,verified,0,0, Female, HS-grad,47,?,52, Separated,374580,9, <=50K, Private, United-States, White
 Adm-clerical,standard,0,0, Female, Some-college,19, Own-child,38, Never-married,156587,10, <=50K, Private, United-States, White
 ?,standard,0,0, Female, HS-grad,48, Unmarried,25, Widowed,167381,9, <=50K, ?, United-States, White
 Prof-specialty,standard,0,0, Male, Bachelors,28, Not-in-family,45, Never-married,39232,13, <=50K, Private, United-States, White
 Adm-clerical,verified,0,0, Female, Some-college,40, Wife,17, Married-civ-spouse,223934,10, >50K, Private, United-States, White
 Adm-clerical,standard,0,0, Female, Bachelors,36, Not-in-family,32, Never-married,181589,13, <=50K, Private, Columbia, White
 Craft-repair,standard,0,5013, Male, 10th,29, Husband,40, Married-civ-spouse,206351,6, <=50K, Private, United-States, White
 Machine-op-inspct,verified,0,0, Male, 9th,53, Husband,40, Married-civ-spouse,347446,5, <=50K, Private, United-States, Black
 Other-service,standard,0,0, Female, HS-grad,51, Other-relative,30, Divorced,302579,9, <=50K, Private, United-States, Black
 Transport-moving,standard,0,0, Male, HS-grad,28, Husband,40, Married-civ-spouse,243660,9, <=50K, Private, United-States, White
 Adm-clerical,standard,0,0, Female, Some-college,39, Unmarried,40, Separated,287306,10, <=50K, Private, United-States, Black
 Transport-moving,standard,0,0, Male, 11th,30, Husband,40, Married-civ-spouse,233980,7, <=50K, Private, United-States, White
 Craft-repair,priority,0,0, Male, HS-grad,38, Husband,45, Married-civ-spouse,177305,9, <=50K, Private, United-States, White
 Farming-fishing,standard,1672,0, Male, HS-grad,46, Husband,50, Married-civ-spouse,182541,9, <=50K, Self-emp-not-inc, United-States, White
 Prof-specialty,standard,1669,0, Female, Doctorate,56, Not-in-family,38, Divorced,52953,16, <=50K, Local-gov, United-States, White
 ?,standard,0,0, Female, 11th,17, Own-child,8, Never-married,454614,7, <=50K, ?, United-States, White
 Sales,standard,0,0, Male, Assoc-acdm,30, Not-in-family,40, Never-married,251120,12, <=50K, Private, England, White
?,standard,0,0, Male, Bachelors,38, Husband,99, Married-civ-spouse,152621,13, <=50K, Self-emp-not-inc, United-States, White
 Sales,verified,0,99999, Male, Masters,57, Husband,40, Married-civ-spouse,376230,14, >50K, Self-emp-inc, United-States, White
 Adm-clerical,standard,0,0, Female, HS-grad,21, Not-in-family,30, Never-married,174503,9, <=50K, Private, United-States, White
 Prof-specialty,verified,0,0, Female, Some-college,49, Wife,65, Married-civ-spouse,143482,10, >50K, Self-emp-inc, United-States, White
 Adm-clerical,priority,0,0, Male, HS-grad,28, Husband,40, Married-civ-spouse,110145,9, <=50K, Private, United-States, White
 Farming-fishing,standard,0,0, Male, Assoc-acdm,62, Husband,50, Married-civ-spouse,170114,12, <=50K, Without-pay, United-States, White
 Adm-clerical,standard,2001,0, Female, HS-grad,48, Not-in-family,40, Separated,93476,9, <=50K, Private, United-States, White
 Handlers-cleaners,standard,0,0, Male, Some-college,24, Own-child,30, Never-married,118023,10, <=50K, Private, United-States, White
 Adm-clerical,standard,0,0, Male, Masters,39, Husband,40, Married-civ-spouse,216552,14, <=50K, Private, United-States, White
 Exec-managerial,priority,0,0, Male, Bachelors,37, Husband,50, Married-civ-spouse,29145,13, >50K, State-gov, United-States, White
 Priv-house-serv,standard,0,0, Female, HS-grad,41, Other-relative,40, Divorced,138907,9, <=50K, Private, United-States, Black
 ?,standard,0,0, Male, Some-college,19, Own-child,40, Never-married,129586,10, <=50K, ?, United-States, White
 ?,verified,0,0, Male, Some-college,25, Own-child,40, Never-married,156848,10, <=50K, ?, United-States, White
 Handlers-cleaners,standard,0,0, Male, 11th,17, Own-child,17, Never-married,120068,7, <=50K, Private, United-States, White
 ?,standard,0,0, Male, 10th,17, Own-child,40, Never-married,89870,6, <=50K, ?, United-States, White
 Exec-managerial,verified,0,0, Male, Doctorate,65, Husband,40, Married-civ-spouse,115880,16, >50K, Private, United-States, White
 Adm-clerical,standard,0,0, Female, Some-college,20, Own-child,4, Never-married,165201,10, <=50K, Private, United-States, White
 Handlers-cleaners,standard,0,0, Male, 11th,33, Husband,50, Married-civ-spouse,529104,7, <=50K, Private, United-States, White
 Sales,standard,0,0, Male, Assoc-voc,0, Own-child,40, Never-married,188950,11, <=50K, Private, United-States, White
 Prof-specialty,standard,0,0, Male, Some-college,24, Own-child,54, Separated,186314,10, <=50K, Private, United-States, White
?,standard,0,0, Female, HS-grad,39, Unmarried,40, Widowed,324231,9, <=50K, Private, United-States, Black
 Other-service,standard,0,0, Female, 10th,17, Own-child,30,?,31007,6, <=50K, Private, United-States, White
 Prof-specialty,standard,0,0, Male, HS-grad,38, Not-in-family,40, Never-married,172755,9, <=50K, Private, United-States, White
 Other-service,standard,0,0, Female, 1st-4th,51, Unmarried,35, Widowed,68882,2, <=50K, Private, Portugal, White
 Prof-specialty,verified,0,0, Male, Bachelors,30, Husband,40, Married-civ-spouse,141297,13, >50K, State-gov, India, Asian-Pac-Islander
 Sales,standard,0,0, Female, Bachelors,54, Not-in-family,60, Divorced,200098,13, <=50K, Private, United-States, Black
 Prof-specialty,verified,0,0, Male, HS-grad,50, Husband,48, Married-civ-spouse,356619,9, >50K, State-gov, United-States, White
 Adm-clerical,standard,0,0, Female, Some-college,35, Unmarried,40, Divorced,338611,10, <=50K, Private, United-States, White
 Prof-specialty,verified,0,0, Female, Bachelors,36, Not-in-family,45, Never-married,353263,13, >50K, Private, United-States, White
 Sales,standard,0,0, Male, HS-grad,65, Husband,55, Married-civ-spouse,28367,9, <=50K, Self-emp-not-inc,?, White
 Prof-specialty,standard,0,0, Male, Bachelors,35, Husband,55, Married-civ-spouse,115792,13, <=50K, Private, United-States, White
 Adm-clerical,standard,0,0, Male, HS-grad,39, Own-child,42, Divorced,106297,9, <=50K, Local-gov, United-States, White
 Sales,standard,0,0, Female, 5th-6th,52, Wife,15, Married-civ-spouse,311931,3, <=50K, Private, El-Salvador, White
 Craft-repair,standard,0,0, Male, Bachelors,40, Husband,50, Married-civ-spouse,280433,13, <=50K, Self-emp-not-inc, United-States, White
 Exec-managerial,verified,1902,0, Male,?,50, Husband,40, Married-civ-spouse,320510,13, >50K, Private, United-States, White
 Transport-moving,priority,0,0, Male, HS-grad,37, Husband,40, Married-civ-spouse,326886,9, <=50K, Private, United-States, White
 Exec-managerial,standard,0,0, Male, Masters,44, Husband,48, Married-civ-spouse,178385,14, <=50K, Private, India, Asian-Pac-Islander
 ?,standard,0,0, Male, Prof-school,69, Not-in-family,5, Divorced,259323,15, <=50K, ?, United-States, White
 Exec-managerial,standard,0,0, Female, Bachelors,45, Unmarried,40, Divorced,262802,13, <=50K, Private, United-States, White
 Farming-fishing,verified,0,0, Male, Assoc-voc,29, Husband,44, Married-AF-spouse,224421,11, >50K, Private, United-States, White
 Exec-managerial,standard,0,0, Male, Some-college,65, Husband,40, Married-civ-spouse,330144,10, <=50K, Private, United-States, White
 Exec-managerial,standard,0,0, Male, HS-grad,37, Own-child,40, Separated,190964,9, <=50K, Private, United-States, White
 Exec-managerial,verified,1887,0, Male, Bachelors,27, Husband,45, Married-civ-spouse,120126,13, >50K, Self-emp-inc, United-States, White
 Craft-repair,verified,0,0, Male, Assoc-voc,43, Husband,40, Married-civ-spouse,373403,11, <=50K,?, United-States,?
 Transport-moving,verified,0,0, Male, HS-grad,44, Husband,40, Married-civ-spouse,210013,9, >50K, Private, United-States, White
 ?,standard,0,0, Male, Some-college,21, Own-child,75, Never-married,191806,10, <=50K, ?, United-States, White
 Machine-op-inspct,verified,0,0, Male, Assoc-voc,45, Husband,40, Married-civ-spouse,201699,11, >50K, Private, United-States, White
 Other-service,standard,0,0, Male, HS-grad,51, Other-relative,32, Divorced,229272,9, <=50K, Private, Haiti, Black
 Craft-repair,standard,0,0, Male, HS-grad,36, Husband,40, Married-civ-spouse,188834,9, <=50K, Private, United-States, White
 Sales,standard,2258,0, Male, Some-college,30, Other-relative,40, Never-married,257295,10, <=50K, Self-emp-not-inc, South, Asian-Pac-Islander
 Protective-serv,standard,0,0, Male, HS-grad,29, Other-relative,40, Never-married,227890,9, <=50K, Private, United-States, Black
 Craft-repair,standard,0,0, Male, 10th,22, Other-relative,30, Never-married,106843,6, <=50K, Private, United-States, White
 Sales,verified,0,4386, Male, Masters,54, Husband,45, Married-civ-spouse,242606,14, >50K, Self-emp-not-inc, United-States, White
 Transport-moving,verified,0,0, Male, 11th,50, Husband,70, Married-civ-spouse,156877,7, >50K, Private, United-States, White
?,standard,0,0,?, Bachelors,39, Husband,60, Married-civ-spouse,175681,13, <=50K, Private, ?, Black
 Prof-specialty,standard,0,0, Male, Prof-school,29, Not-in-family,55, Never-married,176760,15, <=50K, Private, United-States, Asian-Pac-Islander
 ?,standard,0,0, Male, HS-grad,60, Husband,40, Married-civ-spouse,88675,9, <=50K, ?, United-States, White
 Prof-specialty,standard,0,0, Female, Masters,55, Not-in-family,35, Divorced,120920,14, <=50K, Self-emp-inc, United-States, White
 Adm-clerical,verified,0,0, Female, HS-grad,50, Wife,40, Married-civ-spouse,217083,9, >50K, Private, United-States, White
 Prof-specialty,verified,0,7688, Female, Masters,47, Wife,40, Married-civ-spouse,98012,14, >50K, Private, United-States, White
 Handlers-cleaners,standard,0,0, Male, HS-grad,30, Husband,40, Married-civ-spouse,342709,9, <=50K, Private, United-States, White
 ?,standard,0,0, Female, Some-college,28, Own-child,20, Divorced,149646,10, <=50K, ?, ?, White
 Prof-specialty,verified,1564,0, Female, Prof-school,46, Not-in-family,55, Never-married,119904,15, >50K,?, United-States, White
 ?,standard,0,0, Female, Some-college,23, Own-child,40, Never-married,234970,10, <=50K, ?, United-States, Black
 Adm-clerical,standard,0,0, Female, Some-college,53, Not-in-family,40, Widowed,225339,10, <=50K, Federal-gov, United-States, Black
 Adm-clerical,standard,0,0, Female, Assoc-voc,27, Own-child,150, Never-married,114158,11, <=50K, Private, United-States, White
 Sales,standard,0,0, Female, HS-grad,21, Own-child,40, Never-married,206492,9, <=50K, Private, ?, White
 Machine-op-inspct,standard,0,0, Male, HS-grad,46, Husband,40, Married-civ-spouse,318331,9, <=50K, Private, United-States, White
 Tech-support,standard,0,0, Male, Assoc-acdm,45, Unmarried,40, Widowed,277434,12, >50K,?, United-States, White
 Exec-managerial,standard,0,0, Male, Prof-school,39, Not-in-family,50, Divorced,218916,15, <=50K, Private, United-States, White
 Other-service,standard,0,0, Male, Some-college,20, Own-child,40, Never-married,148294,10, <=50K, Private, United-States, White
?,standard,0,0, Male, Assoc-acdm,23, Own-child,30, Never-married,227943,12, <=50K, Private, United-States, White
 Sales,standard,0,0, Female, 12th,39, Not-in-family,40, Divorced,74163,8, <=50K, Private, United-States, White
 Adm-clerical,standard,0,1055, Female, Bachelors,33, Not-in-family,40, Never-married,161942,13, <=50K, Local-gov, United-States, White
 Sales,standard,0,0, Male, Some-college,150, Own-child,15, Never-married,439779,10, <=50K, Private, United-States, White
 Sales,standard,0,0, Male, 11th,35, Not-in-family,45, Never-married,107991,7, <=50K, Private, United-States, White
 Tech-support,verified,0,0, Female, Some-college,32, Wife,32, Married-civ-spouse,101352,10, >50K, Private, United-States, White
 Handlers-cleaners,standard,0,0, Female, Some-college,27, Wife,35, Married-civ-spouse,19395,10, <=50K, Private, United-States, White
 Other-service,verified,0,0, Female, HS-grad,45, Own-child,40, Divorced,166181,9, <=50K, Local-gov, United-States, Black
 Prof-specialty,priority,0,0, Female, Doctorate,47, Unmarried,40, Never-married,128401,16, <=50K, Local-gov, United-States, White
 Sales,standard,0,0, Male, Some-college,45, Husband,45, Married-civ-spouse,37987,10, <=50K, Private, United-States, White
 Craft-repair,standard,0,0, Male, HS-grad,63, Husband,40, Married-civ-spouse,226422,9, <=50K, Private, United-States, White
 Prof-specialty,standard,0,0, Female, Bachelors,45, Unmarried,40, Divorced,164427,13, <=50K, Local-gov, United-States, White
 Tech-support,standard,0,0, Male, HS-grad,46, Other-relative,40, Never-married,194431,9, <=50K, Private, United-States, White
 Farming-fishing,verified,0,0, Male, Bachelors,41, Husband,75, Married-civ-spouse,197176,13, >50K, Self-emp-not-inc,?, White
 Prof-specialty,standard,0,0, Female, Bachelors,44, Not-in-family,45, Never-married,202872,13, <=50K, Private, United-States, White
 Exec-managerial,verified,0,0, Male, Bachelors,26, Unmarried,60, Never-married,122575,13, <=50K, Private, Vietnam, Asian-Pac-Islander
 Exec-managerial,standard,0,0, Male, 10th,90, Husband,40, Married-civ-spouse,250832,6, <=50K, Private, United-States, White
 Transport-moving,standard,0,0, Male, HS-grad,41, Not-in-family,40, Divorced,98061,9, <=50K, Private, United-States, White
 Protective-serv,priority,0,0, Male, Bachelors,45, Husband,50, Married-civ-spouse,167159,13, >50K, Local-gov,?, White
 ?,standard,0,0, Female, Some-college,22, Not-in-family,25,?,177902,10, <=50K, ?, United-States, Asian-Pac-Islander
 Other-service,standard,0,0, Female, HS-grad,30, Unmarried,40, Divorced,188798,9, <=50K, Self-emp-not-inc, United-States, White
 Craft-repair,standard,0,0, Male, HS-grad,0, Unmarried,40, Divorced,105017,9, <=50K, Private, United-States, White
 Adm-clerical,standard,0,0, Female, Assoc-acdm,31, Own-child,45, Never-married,255830,12, <=50K, State-gov, United-States, Black
 Craft-repair,priority,0,0, Male, 11th,36, Own-child,40, Never-married,192664,7, <=50K,?, United-States, White
 Craft-repair,standard,0,0, Male, Assoc-acdm,33, Not-in-family,20, Married-spouse-absent,205649,12, <=50K, Private, United-States, White
 Adm-clerical,verified,0,0, Male, HS-grad,54, Husband,54, Married-civ-spouse,146551,9, >50K, Private, United-States, White
 ?,standard,0,0, Male, 7th-8th,74, Husband,2, Married-civ-spouse,29866,4, <=50K, ?, United-States, White
 Sales,verified,0,0, Male, Bachelors,53, Unmarried,60, Never-married,35295,13, >50K, Self-emp-not-inc, United-States, White
 Protective-serv,standard,0,0, Male, Some-college,60, Husband,38, Married-civ-spouse,82388,10, <=50K, Private, United-States, White
 Craft-repair,standard,0,0, Male, 7th-8th,42, Husband,40, Married-civ-spouse,66755,4, <=50K, Private, United-States, Other
 Craft-repair,standard,0,0, Male, Assoc-voc,40, Husband,40, Married-civ-spouse,51151,11, <=50K, Private, United-States, White
 Craft-repair,priority,2001,0, Male, 11th,31, Not-in-family,40, Never-married,454508,7, <=50K, Private, United-States, White
 Adm-clerical,standard,0,0, Male, Some-college,22, Own-child,40, Never-married,203715,10, <=50K, Private, United-States,?
 Sales,verified,0,0, Male, Bachelors,52, Husband,45, Married-civ-spouse,138497,13, >50K, Private, United-States, White
 Craft-repair,standard,0,0, Male, 10th,55, Husband,45, Married-civ-spouse,286967,6, <=50K, Local-gov, United-States, White
 Craft-repair,verified,0,0, Male, Some-college,36, Husband,40, Married-civ-spouse,320811,10, >50K, Private, United-States, White
 Adm-clerical,standard,0,0, Female, Some-college,30, Unmarried,40, Divorced,147596,10, <=50K, Private, United-States, Black
 Other-service,standard,0,0, Male, HS-grad,35,?,40, Divorced,556902,9, <=50K, Private, United-States, Black
 Prof-specialty,verified,0,0, Male, Prof-school,40, Husband,50, Married-civ-spouse,344060,15, >50K, Self-emp-inc, United-States, White
 Prof-specialty,standard,0,0, Male, Bachelors,39, Husband,40, Married-civ-spouse,152307,13, <=50K, State-gov, United-States, White
 Exec-managerial,verified,0,0, Male, Masters,42, Unmarried,45, Separated,267252,14, >50K,?, United-States, Black
 ?,standard,0,0, Male, 10th,18, Own-child,30, Never-married,387871,6, <=50K, ?, United-States, White
 Prof-specialty,verified,0,0, Male, Doctorate,34, Husband,60, Married-civ-spouse,204461,16, >50K, Private, United-States, White
 Exec-managerial,standard,0,0, Female, Bachelors,27, Not-in-family,40, Never-married,126060,13, <=50K, Private, United-States, White
 Craft-repair,standard,0,0, Male, HS-grad,33, Husband,40, Married-civ-spouse,205950,9, <=50K, Private, United-States, White
 Sales,verified,1887,0, Male, Assoc-acdm,35, Husband,45, Married-civ-spouse,111319,12, >50K, Self-emp-inc, United-States, White
 Prof-specialty,standard,0,0, Male, Bachelors,23, Own-child,40, Never-married,238092,13, <=50K, Private, United-States, White
 Sales,standard,0,0, Female, HS-grad,20, Not-in-family,84, Never-married,247794,9, <=50K, Private, United-States, White
 Adm-clerical,standard,0,0, Female, 12th,20, Own-child,40, Never-married,196678,8, <=50K,?, United-States, White
 Exec-managerial,standard,0,0, Male, Some-college,51, Husband,40, Married-civ-spouse,128272,10, <=50K, Private, United-States, White
 Other-service,standard,0,0, Male, Some-college,32, Husband,50, Married-civ-spouse,111836,10, <=50K, Private, United-States, Black
 Prof-specialty,standard,0,0, Male, Bachelors,27, Not-in-family,60, Never-married,271328,13, <=50K, State-gov, United-States, White
 Prof-specialty,priority,0,0, Female, Bachelors,40, Wife,40, Married-civ-spouse,63042,13, >50K, Local-gov, United-States, White
?,priority,1887,0, Male, Bachelors,39, Husband,60, Married-civ-spouse,99146,13, >50K, Federal-gov, United-States, White
 ?,standard,0,0, Female, HS-grad,19, Unmarried,40, Never-married,425447,9, <=50K, ?,?, Black
 Other-service,standard,0,0, Female, Bachelors,35, Wife,32, Married-civ-spouse,98948,13, <=50K, Private, United-States, White
 Adm-clerical,standard,0,0, Female, HS-grad,61, Unmarried,40, Divorced,227468,9, <=50K,?, United-States, Black
 Craft-repair,standard,0,0, Male, Some-college,48, Not-in-family,45, Never-married,85109,10, <=50K, Self-emp-inc, United-States, White
 ?,standard,0,0, Male, 10th,17, Own-child,40, Never-married,144114,6, <=50K, ?, United-States, White
 Sales,standard,0,0, Female, 11th,19, Not-in-family,25, Never-married,227178,7, <=50K, Private, United-States, White
 Farming-fishing,standard,0,0, Male, 7th-8th,80, Unmarried,20, Never-married,26865,4, <=50K, Self-emp-not-inc, United-States, White
 Transport-moving,verified,0,0, Male, HS-grad,42, Husband,50, Married-civ-spouse,154374,9, >50K, Private, United-States, White
 Adm-clerical,standard,0,0, Female, HS-grad,22, Not-in-family,40, Never-married,216984,9, <=50K, Private, United-States, Amer-Indian-Eskimo
 Prof-specialty,verified,0,15024, Male, Prof-school,49, Husband,65, Married-civ-spouse,181307,15, >50K, Self-emp-not-inc, United-States, White
 Adm-clerical,standard,0,0, Male, Some-college,55, Not-in-family,40, Divorced,337599,10, <=50K, State-gov, United-States, White
 Farming-fishing,standard,0,0, Female, 7th-8th,58, Other-relative,45, Widowed,473836,4, <=50K, Private, Guatemala, White
 ?,standard,0,0, Male, HS-grad,60, Husband,42, Married-civ-spouse,139391,9, <=50K, ?, United-States, White
 Sales,standard,0,0, Female, Masters,44, Unmarried,48, Separated,223308,14, <=50K, Private, United-States, White
 Handlers-cleaners,standard,0,0, Male, HS-grad,30, Husband,60, Married-civ-spouse,391114,9, <=50K, Private, United-States, White
 Prof-specialty,standard,0,0, Male, Prof-school,31, Not-in-family,50, Never-married,34374,15, <=50K, Private, United-States, White
